Trip #,Date,Day,Pickup Time,Duration(Minutes),Distance(Miles),Total,$/Minute,$/Mile
525,6/5/2019,Wednesday,0424,23,22.36,16.95,0.736956522,0.758050089
526,6/5/2019,Wednesday,0554,10,4.24,9.47,0.947,2.233490566
527,6/5/2019,Wednesday,2128,16,5.01,9.25,0.578125,1.846307385
528,6/5/2019,Wednesday,2201,12,5.53,5.41,0.450833333,0.978300181
529,6/5/2019,Wednesday,2232,4,1.55,3.01,0.7525,1.941935484
530,6/5/2019,Wednesday,2257,8,1.73,3.16,0.395,1.826589595
531,6/5/2019,Wednesday,2312,2,0.46,3.92,1.96,8.52173913
532,6/5/2019,Wednesday,2331,17,11.39,12.69,0.746470588,1.114135206
533,6/6/2019,Thursday,0117,12,7.34,9.52,0.793333333,1.297002725
534,6/6/2019,Thursday,0202,33,24.64,26.15,0.792424242,1.061282468
535,6/6/2019,Thursday,0243,12,6.38,11.02,0.918333333,1.727272727
536,6/6/2019,Thursday,0301,5,2.7,3.00,0.6,1.111111111
537,6/6/2019,Thursday,0335,17,14.73,16.20,0.952941176,1.099796334
538,6/6/2019,Thursday,0355,11,6.97,8.15,0.740909091,1.169296987
539,6/6/2019,Thursday,0401,6,3.05,3.11,0.518333333,1.019672131
540,6/6/2019,Thursday,0418,14,8.66,7.52,0.537142857,0.868360277
541,6/6/2019,Thursday,0448,11,1.18,3.03,0.275454545,2.56779661
542,6/6/2019,Thursday,0514,8,6.39,10.38,1.2975,1.624413146
543,6/6/2019,Thursday,0635,9,3.82,3.95,0.438888889,1.034031414
544,6/6/2019,Thursday,0711,19,10.84,12.55,0.660526316,1.157749077
545,6/6/2019,Thursday,0726,7,1.4,3.00,0.428571429,2.142857143
546,6/6/2019,Thursday,0747,7,1.23,6.00,0.857142857,4.87804878
547,6/6/2019,Thursday,0755,22,18.6,16.46,0.748181818,0.884946237
548,6/6/2019,Thursday,0847,18,8.33,10.98,0.61,1.318127251
549,6/6/2019,Thursday,0908,15,8.76,7.74,0.516,0.883561644
550,6/6/2019,Thursday,1001,12,3.48,7.21,0.600833333,2.07183908
551,6/6/2019,Thursday,2009,28,21.2,17.00,0.607142857,0.801886792
552,6/6/2019,Thursday,2106,34,26.6,35.93,1.056764706,1.35075188
553,6/6/2019,Thursday,2158,26,23.88,18.31,0.704230769,0.766750419
554,6/6/2019,Thursday,2236,7,3.01,3.27,0.467142857,1.086378738
555,6/6/2019,Thursday,2243,17,11.7,12.97,0.762941176,1.108547009
556,6/6/2019,Thursday,2340,44,37.71,38.05,0.864772727,1.009016176
557,6/7/2019,Friday,0009,13,7.88,11.86,0.912307692,1.505076142
558,6/7/2019,Friday,0031,17,8.64,9.26,0.544705882,1.071759259
559,6/7/2019,Friday,0111,10,3.63,7.24,0.724,1.994490358
560,6/7/2019,Friday,0126,6,2.46,8.00,1.333333333,3.25203252
561,6/7/2019,Friday,0142,6,2.79,5.26,0.876666667,1.885304659
562,6/7/2019,Friday,0152,7,1.49,6.00,0.857142857,4.026845638
563,6/7/2019,Friday,0214,10,6.41,10.44,1.044,1.628705148
564,6/7/2019,Friday,0244,4,1.28,3.01,0.7525,2.3515625
565,6/7/2019,Friday,0257,12,8.49,7.15,0.595833333,0.842167256
566,6/7/2019,Friday,0313,3,1.27,3.00,1,2.362204724
567,6/7/2019,Friday,0343,16,7.86,7.36,0.46,0.936386768
568,6/7/2019,Friday,0432,9,6.18,5.36,0.595555556,0.867313916
569,6/7/2019,Friday,0458,7,3.47,4.51,0.644285714,1.299711816
570,6/7/2019,Friday,0526,17,7.98,10.65,0.626470588,1.334586466
571,6/7/2019,Friday,0555,16,12.05,12.84,0.8025,1.065560166
572,6/7/2019,Friday,0730,6,3.28,3.22,0.536666667,0.981707317
573,6/7/2019,Friday,0757,7,3.45,3.91,0.558571429,1.133333333
574,6/7/2019,Friday,0829,7,5.21,4.83,0.69,0.92706334
575,6/7/2019,Friday,0903,8,3.81,6.78,0.8475,1.779527559
576,6/7/2019,Friday,0927,16,9.78,8.59,0.536875,0.878323108
577,6/7/2019,Friday,2142,11,5.19,10.11,0.919090909,1.947976879
578,6/7/2019,Friday,2159,16,12.65,10.34,0.64625,0.817391304
579,6/7/2019,Friday,2231,5,1.61,4.01,0.802,2.49068323
580,6/7/2019,Friday,2240,8,2.1,3.01,0.37625,1.433333333
581,6/7/2019,Friday,2304,34,9.96,11.33,0.333235294,1.137550201
582,6/8/2019,Saturday,0033,25,19.87,16.11,0.6444,0.810770005
583,6/8/2019,Saturday,0145,12,8.09,7.15,0.595833333,0.883807169
584,6/8/2019,Saturday,0258,23,10.68,14.40,0.626086957,1.348314607
585,6/8/2019,Saturday,0325,12,6.71,9.08,0.756666667,1.353204173
586,6/8/2019,Saturday,0333,6,3.1,3.11,0.518333333,1.003225806
587,6/8/2019,Saturday,1110,15,5.98,6.46,0.430666667,1.080267559
588,6/8/2019,Saturday,1154,25,21.97,23.00,0.92,1.046882112
589,6/8/2019,Saturday,1255,9,6.82,5.82,0.646666667,0.853372434
590,6/8/2019,Saturday,1312,25,20.69,16.21,0.6484,0.783470275
591,6/8/2019,Saturday,1343,13,3.68,4.56,0.350769231,1.239130435
592,6/8/2019,Saturday,2017,11,4.84,9.94,0.903636364,2.053719008
593,6/8/2019,Saturday,2032,16,11.68,9.71,0.606875,0.831335616
594,6/8/2019,Saturday,2058,4,0.75,4.00,1,5.333333333
595,6/8/2019,Saturday,2106,3,0.7,3.00,1,4.285714286
596,6/8/2019,Saturday,2126,7,1.53,4.01,0.572857143,2.620915033
597,6/8/2019,Saturday,2146,19,7.2,8.36,0.44,1.161111111
598,6/8/2019,Saturday,2211,20,10.07,12.27,0.6135,1.218470705
599,6/8/2019,Saturday,2240,16,12.15,9.99,0.624375,0.822222222
600,6/8/2019,Saturday,2330,3,1.19,3.00,1,2.521008403
601,6/8/2019,Saturday,2338,19,14.64,11.77,0.619473684,0.803961749
602,6/9/2019,Sunday,0017,13,6.21,6.00,0.461538462,0.966183575
603,6/9/2019,Sunday,0030,10,6.1,5.45,0.545,0.893442623
604,6/9/2019,Sunday,0125,10,7.42,9.60,0.96,1.293800539
605,6/9/2019,Sunday,0207,5,2.71,3.00,0.6,1.10701107
606,6/9/2019,Sunday,0220,2,0.91,3.00,1.5,3.296703297
607,6/9/2019,Sunday,0232,8,2.92,3.38,0.4225,1.157534247
608,6/9/2019,Sunday,0335,16,12.78,16.76,1.0475,1.3114241
609,6/9/2019,Sunday,0412,6,2.02,3.01,0.501666667,1.49009901
610,6/9/2019,Sunday,0422,12,4.7,5.93,0.494166667,1.261702128
611,6/9/2019,Sunday,0440,13,7.57,6.97,0.536153846,0.920739762
612,6/9/2019,Sunday,0442,16,6.1,6.36,0.3975,1.042622951
613,6/9/2019,Sunday,0458,11,6.84,9.02,0.82,1.31871345
614,6/9/2019,Sunday,0531,19,16.75,13.76,0.724210526,0.821492537
615,6/9/2019,Sunday,2051,24,21.41,16.97,0.707083333,0.792620271
616,6/9/2019,Sunday,2142,17,7.15,9.09,0.534705882,1.271328671
617,6/9/2019,Sunday,2207,11,8.56,10.33,0.939090909,1.206775701
618,6/9/2019,Sunday,2224,8,2.84,6.24,0.78,2.197183099
619,6/9/2019,Sunday,2247,13,8.33,7.29,0.560769231,0.87515006
620,6/9/2019,Sunday,2321,41,36.96,34.13,0.832439024,0.923430736
621,6/10/2019,Monday,0018,7,3.54,3.48,0.497142857,0.983050847
622,6/10/2019,Monday,0032,10,4.85,4.77,0.477,0.983505155
623,6/10/2019,Monday,0132,31,19.12,16.25,0.524193548,0.849895397
624,6/10/2019,Monday,0247,5,2.71,3.00,0.6,1.10701107
625,6/10/2019,Monday,0301,54,23.93,30.55,0.565740741,1.276640201
626,6/10/2019,Monday,0526,9,3.37,3.73,0.414444444,1.106824926
627,6/10/2019,Monday,0627,8,5.38,6.74,0.8425,1.252788104
628,6/10/2019,Monday,0832,3,0.73,3.00,1,4.109589041
629,6/10/2019,Monday,0843,6,1.2,4.01,0.668333333,3.341666667
630,6/10/2019,Monday,0902,11,3.57,4.09,0.371818182,1.145658263
631,6/10/2019,Monday,0923,13,8.56,7.40,0.569230769,0.864485981
632,6/10/2019,Monday,0946,27,14.45,13.71,0.507777778,0.948788927
633,6/10/2019,Monday,2033,10,4.58,4.93,0.493,1.076419214
634,6/10/2019,Monday,2128,7,3.35,3.52,0.502857143,1.050746269
635,6/10/2019,Monday,2148,5,1.46,3.01,0.602,2.061643836
636,6/10/2019,Monday,2227,6,1.75,3.19,0.531666667,1.822857143
637,6/10/2019,Monday,2240,3,1.19,4.01,1.336666667,3.369747899
638,6/10/2019,Monday,2311,23,6.75,7.88,0.342608696,1.167407407
639,6/10/2019,Monday,2340,24,15.4,16.06,0.669166667,1.042857143
640,6/11/2019,Tuesday,0021,11,5.08,4.98,0.452727273,0.980314961
641,6/11/2019,Tuesday,0047,18,9.72,8.74,0.485555556,0.899176955
642,6/11/2019,Tuesday,0110,6,2.3,3.00,0.5,1.304347826
643,6/11/2019,Tuesday,0142,1,0.38,3.36,3.36,8.842105263
644,6/11/2019,Tuesday,0149,47,50.52,48.97,1.041914894,0.969319082
645,6/11/2019,Tuesday,0326,6,3.25,3.21,0.535,0.987692308
646,6/11/2019,Tuesday,0435,12,6.15,7.17,0.5975,1.165853659
647,6/11/2019,Tuesday,0514,11,8.09,6.76,0.614545455,0.835599506
648,6/11/2019,Tuesday,0527,15,12.66,10.07,0.671333333,0.795418641
649,6/11/2019,Tuesday,1824,12,4.52,4.83,0.4025,1.068584071
650,6/11/2019,Tuesday,1849,18,9.3,13.54,0.752222222,1.455913978
651,6/11/2019,Tuesday,1922,9,3.43,8.77,0.974444444,2.556851312
652,6/11/2019,Tuesday,1928,10,3.53,3.98,0.398,1.127478754
653,6/11/2019,Tuesday,1952,22,2.93,5.42,0.246363636,1.849829352
654,6/11/2019,Tuesday,2138,11,4.66,4.83,0.439090909,1.036480687
655,6/11/2019,Tuesday,2206,9,4.57,9.40,1.044444444,2.056892779
656,6/11/2019,Tuesday,2228,16,14.8,11.54,0.72125,0.77972973
657,6/11/2019,Tuesday,2259,3,0.81,6.01,2.003333333,7.419753086
658,6/11/2019,Tuesday,2312,7,2.48,3.48,0.497142857,1.403225806
659,6/11/2019,Tuesday,2332,10,4.36,4.48,0.448,1.027522936
660,6/12/2019,Wednesday,0053,7,2.69,3.01,0.43,1.118959108
661,6/12/2019,Wednesday,0058,5,1.78,3.00,0.6,1.685393258
662,6/12/2019,Wednesday,0109,13,7.73,6.83,0.525384615,0.883570505
663,6/12/2019,Wednesday,0126,21,7.13,7.92,0.377142857,1.110799439
664,6/12/2019,Wednesday,0203,2,0.88,3.01,1.505,3.420454545
665,6/12/2019,Wednesday,0214,5,2.2,3.00,0.6,1.363636364
666,6/12/2019,Wednesday,0255,10,5.68,5.20,0.52,0.915492958
667,6/12/2019,Wednesday,0307,13,9.5,7.99,0.614615385,0.841052632
668,6/12/2019,Wednesday,0327,19,19.44,18.34,0.965263158,0.943415638
669,6/12/2019,Wednesday,0400,6,2.52,3.16,0.526666667,1.253968254
670,6/12/2019,Wednesday,0420,19,15.33,15.01,0.79,0.979125897
671,6/12/2019,Wednesday,0529,21,12.23,10.70,0.50952381,0.874897792
672,6/12/2019,Wednesday,0553,5,3.43,8.24,1.648,2.402332362
673,6/12/2019,Wednesday,0615,10,7.16,9.10,0.91,1.270949721
674,6/12/2019,Wednesday,0659,30,26.79,27.59,0.919666667,1.029861889
675,6/12/2019,Wednesday,0734,27,16.6,14.10,0.522222222,0.84939759
676,6/12/2019,Wednesday,1816,16,5.77,9.51,0.594375,1.648180243
677,6/12/2019,Wednesday,1844,10,3.54,6.96,0.696,1.966101695
678,6/12/2019,Wednesday,1857,5,1.72,3.01,0.602,1.75
679,6/12/2019,Wednesday,1923,13,4.04,6.48,0.498461538,1.603960396
680,6/12/2019,Wednesday,2003,39,19.11,23.48,0.602051282,1.228676086
681,6/12/2019,Wednesday,2055,6,3.84,3.62,0.603333333,0.942708333
682,6/12/2019,Wednesday,2125,22,6.54,8.34,0.379090909,1.275229358
683,6/12/2019,Wednesday,2208,17,12.61,10.58,0.622352941,0.839016653
684,6/12/2019,Wednesday,2233,30,14.71,13.53,0.451,0.919782461
685,6/12/2019,Wednesday,2322,4,0.88,3.01,0.7525,3.420454545
686,6/12/2019,Wednesday,2357,18,9.29,8.56,0.475555556,0.921420883
687,6/13/2019,Thursday,0112,9,4.39,17.79,1.976666667,4.0523918
688,6/13/2019,Thursday,0148,10,4.2,6.20,0.62,1.476190476
689,6/13/2019,Thursday,0211,18,9.96,9.00,0.5,0.903614458
690,6/13/2019,Thursday,0228,12,6.96,6.33,0.5275,0.909482759
691,6/13/2019,Thursday,0335,17,7.02,7.06,0.415294118,1.005698006
692,6/13/2019,Thursday,0350,18,16.61,16.68,0.926666667,1.004214329
693,6/13/2019,Thursday,0402,18,11.53,14.72,0.817777778,1.276669558
694,6/13/2019,Thursday,0435,18,17.85,20.62,1.145555556,1.155182073
695,6/13/2019,Thursday,0505,11,6.88,10.18,0.925454545,1.479651163
696,6/13/2019,Thursday,0549,7,3.77,6.73,0.961428571,1.785145889
697,6/13/2019,Thursday,0619,12,8.92,10.44,0.87,1.170403587
698,6/13/2019,Thursday,1809,14,7.49,11.96,0.854285714,1.596795728
699,6/13/2019,Thursday,1837,16,10.79,12.17,0.760625,1.1278962
700,6/13/2019,Thursday,1856,19,7.5,10.60,0.557894737,1.413333333
701,6/13/2019,Thursday,2029,19,12.77,10.68,0.562105263,0.836335161
702,6/13/2019,Thursday,2114,3,0.5,3.01,1.003333333,6.02
703,6/13/2019,Thursday,2117,34,27.48,28.22,0.83,1.026928675
704,6/13/2019,Thursday,2159,21,10.08,9.44,0.44952381,0.936507937
705,6/13/2019,Thursday,2252,8,4.28,4.12,0.515,0.962616822
706,6/13/2019,Thursday,2311,9,6.48,5.57,0.618888889,0.859567901
707,6/13/2019,Thursday,2325,17,11.03,10.36,0.609411765,0.939256573
708,6/13/2019,Thursday,2354,33,25.48,56.52,1.712727273,2.218210361
709,6/14/2019,Friday,0013,11,6.7,11.00,1,1.641791045
710,6/14/2019,Friday,0031,3,0.72,3.00,1,4.166666667
711,6/14/2019,Friday,0110,25,21.91,24.32,0.9728,1.109995436
712,6/14/2019,Friday,0159,6,2.12,3.03,0.505,1.429245283
713,6/14/2019,Friday,0213,3,0.92,3.01,1.003333333,3.27173913
714,6/14/2019,Friday,0230,16,11.11,11.49,0.718125,1.03420342
715,6/14/2019,Friday,0256,4,1.23,3.01,0.7525,2.447154472
716,6/14/2019,Friday,0319,18,10.43,9.24,0.513333333,0.88590604
717,6/14/2019,Friday,0343,3,1.44,3.01,1.003333333,2.090277778
718,6/14/2019,Friday,0458,14,9.2,8.86,0.632857143,0.963043478
719,6/14/2019,Friday,0516,11,6.81,6.02,0.547272727,0.883994126
720,6/14/2019,Friday,0553,12,8.21,6.97,0.580833333,0.848964677
721,6/14/2019,Friday,1732,21,14.7,15.18,0.722857143,1.032653061
722,6/14/2019,Friday,1837,8,2.29,3.01,0.37625,1.31441048
723,6/14/2019,Friday,1852,7,2.14,3.00,0.428571429,1.401869159
724,6/14/2019,Friday,1903,6,2.16,3.01,0.501666667,1.393518519
725,6/14/2019,Friday,2003,11,7.23,6.26,0.569090909,0.865836791
726,6/14/2019,Friday,2016,6,1.34,3.01,0.501666667,2.246268657
727,6/14/2019,Friday,2038,14,4.4,5.07,0.362142857,1.152272727
728,6/14/2019,Friday,2120,6,2.23,3.01,0.501666667,1.349775785
729,6/14/2019,Friday,2129,14,8.04,7.53,0.537857143,0.936567164
730,6/14/2019,Friday,2150,24,18.03,19.18,0.799166667,1.063782585
731,6/14/2019,Friday,2312,6,1.61,3.01,0.501666667,1.869565217
732,6/14/2019,Friday,2336,4,1.29,3.01,0.7525,2.333333333
733,6/15/2019,Saturday,0030,19,13.4,16.14,0.849473684,1.204477612
734,6/15/2019,Saturday,0100,13,5.99,8.85,0.680769231,1.477462437
735,6/15/2019,Saturday,0123,4,1.36,7.76,1.94,5.705882353
736,6/15/2019,Saturday,0128,8,3.26,6.55,0.81875,2.009202454
737,6/15/2019,Saturday,0150,5,1.59,5.75,1.15,3.616352201
738,6/15/2019,Saturday,0200,3,1.39,3.01,1.003333333,2.165467626
739,6/15/2019,Saturday,0204,15,9.97,8.46,0.564,0.848545637
740,6/15/2019,Saturday,0231,11,4.11,4.42,0.401818182,1.075425791
741,6/15/2019,Saturday,0259,20,7.97,8.05,0.4025,1.010037641
742,6/15/2019,Saturday,0326,39,14.46,14.70,0.376923077,1.01659751
743,6/15/2019,Saturday,1836,21,5.47,6.83,0.325238095,1.248628885
744,6/15/2019,Saturday,1909,20,15.4,12.45,0.6225,0.808441558
745,6/15/2019,Saturday,1942,12,3.14,5.10,0.425,1.624203822
746,6/15/2019,Saturday,2003,14,7.45,9.91,0.707857143,1.330201342
747,6/15/2019,Saturday,2046,10,7.34,6.25,0.625,0.851498638
748,6/15/2019,Saturday,2059,15,5.17,6.67,0.444666667,1.290135397
749,6/15/2019,Saturday,2131,11,4.06,5.52,0.501818182,1.359605911
750,6/15/2019,Saturday,2151,3,1.05,3.01,1.003333333,2.866666667
751,6/15/2019,Saturday,2215,18,8.29,8.00,0.444444444,0.965018094
752,6/15/2019,Saturday,2237,22,13.95,12.93,0.587727273,0.92688172
753,6/15/2019,Saturday,2312,6,3.63,3.47,0.578333333,0.955922865
754,6/15/2019,Saturday,2327,17,8.15,13.05,0.767647059,1.601226994
755,6/15/2019,Saturday,2355,8,4.3,4.13,0.51625,0.960465116
756,6/16/2019,Sunday,0017,19,12.32,13.46,0.708421053,1.092532468
757,6/16/2019,Sunday,0057,6,2.37,3.01,0.501666667,1.270042194
758,6/16/2019,Sunday,0107,14,7.66,11.92,0.851428571,1.55613577
759,6/16/2019,Sunday,0133,12,3.13,4.01,0.334166667,1.28115016
760,6/16/2019,Sunday,0202,30,11.42,11.55,0.385,1.011383538
761,6/16/2019,Sunday,0230,23,9.81,9.61,0.417826087,0.97961264
762,6/16/2019,Sunday,0306,7,2.54,3.12,0.445714286,1.228346457
763,6/16/2019,Sunday,0318,6,2.05,3.21,0.535,1.565853659
764,6/16/2019,Sunday,0344,15,11.84,12.61,0.840666667,1.065033784
765,6/16/2019,Sunday,0416,22,11.03,10.17,0.462272727,0.922030825
766,6/16/2019,Sunday,0435,17,1.47,3.84,0.225882353,2.612244898
767,6/16/2019,Sunday,0510,13,5.73,5.79,0.445384615,1.010471204
768,6/16/2019,Sunday,0529,5,2.02,3.01,0.602,1.49009901
769,6/16/2019,Sunday,0541,4,1,3.35,0.8375,3.35
770,6/16/2019,Sunday,0604,19,17.63,17.47,0.919473684,0.99092456
771,6/16/2019,Sunday,1837,7,3.26,3.41,0.487142857,1.04601227
772,6/16/2019,Sunday,1852,7,3.71,3.64,0.52,0.981132075
773,6/16/2019,Sunday,1905,7,2.17,4.00,0.571428571,1.843317972
774,6/16/2019,Sunday,1916,8,1.96,6.01,0.75125,3.066326531
775,6/16/2019,Sunday,1937,15,10.58,8.83,0.588666667,0.834593573
776,6/16/2019,Sunday,2001,17,8.31,18.85,1.108823529,2.268351384
777,6/16/2019,Sunday,2037,2,0.46,3.37,1.685,7.326086957
778,6/16/2019,Sunday,2044,37,40.95,29.87,0.807297297,0.729426129
779,6/16/2019,Sunday,2133,39,35.45,31.49,0.807435897,0.888293371
780,6/16/2019,Sunday,2245,28,17.01,14.60,0.521428571,0.858318636
781,6/17/2019,Monday,0030,21,15.06,12.32,0.586666667,0.818061089
782,6/17/2019,Monday,0410,18,16.18,13.80,0.766666667,0.852904821
783,6/17/2019,Monday,0455,20,16.26,15.34,0.767,0.943419434
784,6/17/2019,Monday,0536,6,3.42,6.26,1.043333333,1.830409357
785,6/17/2019,Monday,0605,5,2.28,3.01,0.602,1.320175439
